number-of-people	living-voivodeship	living-county	living-municipality	working-voivodeship	working-county	working-municipality
553	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat m.Gdańsk	Gdańsk
102	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat m.Gdynia	Gdynia
56	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat m.Sopot	Sopot
15	Pomorskie	Powiat starogardzki	Starogard Gdański	Świętokrzyskie	Powiat m.Kielce	Kielce
15	Pomorskie	Powiat starogardzki	Starogard Gdański	Warmińsko-mazurskie	Powiat elbląski	Pasłęk - obszar wiejski
13	Pomorskie	Powiat starogardzki	Bobowo	Pomorskie	Powiat starogardzki	Skórcz
180	Pomorskie	Powiat starogardzki	Bobowo	Pomorskie	Powiat starogardzki	Starogard Gdański
47	Pomorskie	Powiat starogardzki	Bobowo	Pomorskie	Powiat starogardzki	Starogard Gdański
43	Pomorskie	Powiat starogardzki	Bobowo	Pomorskie	Powiat m.Gdańsk	Gdańsk
10	Pomorskie	Powiat starogardzki	Kaliska	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
16	Pomorskie	Powiat starogardzki	Kaliska	Pomorskie	Powiat chojnicki	Czersk - miasto
164	Pomorskie	Powiat starogardzki	Kaliska	Pomorskie	Powiat starogardzki	Starogard Gdański
18	Pomorskie	Powiat starogardzki	Kaliska	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski
16	Pomorskie	Powiat starogardzki	Kaliska	Pomorskie	Powiat starogardzki	Starogard Gdański
71	Pomorskie	Powiat starogardzki	Kaliska	Pomorskie	Powiat starogardzki	Zblewo
11	Pomorskie	Powiat starogardzki	Kaliska	Pomorskie	Powiat tczewski	Tczew
32	Pomorskie	Powiat starogardzki	Kaliska	Pomorskie	Powiat wejherowski	Wejherowo
54	Pomorskie	Powiat starogardzki	Kaliska	Pomorskie	Powiat m.Gdańsk	Gdańsk
26	Pomorskie	Powiat starogardzki	Kaliska	Pomorskie	Powiat m.Gdynia	Gdynia
40	Pomorskie	Powiat starogardzki	Lubichowo	Pomorskie	Powiat starogardzki	Skórcz
302	Pomorskie	Powiat starogardzki	Lubichowo	Pomorskie	Powiat starogardzki	Starogard Gdański
47	Pomorskie	Powiat starogardzki	Lubichowo	Pomorskie	Powiat starogardzki	Starogard Gdański
36	Pomorskie	Powiat starogardzki	Lubichowo	Pomorskie	Powiat starogardzki	Zblewo
56	Pomorskie	Powiat starogardzki	Lubichowo	Pomorskie	Powiat m.Gdańsk	Gdańsk
17	Pomorskie	Powiat starogardzki	Lubichowo	Pomorskie	Powiat m.Gdynia	Gdynia
32	Pomorskie	Powiat starogardzki	Osieczna	Kujawsko-pomorskie	Powiat tucholski	Śliwice
48	Pomorskie	Powiat starogardzki	Osieczna	Pomorskie	Powiat chojnicki	Czersk - miasto
28	Pomorskie	Powiat starogardzki	Osieczna	Pomorskie	Powiat starogardzki	Starogard Gdański
13	Pomorskie	Powiat starogardzki	Osieczna	Pomorskie	Powiat wejherowski	Wejherowo
44	Pomorskie	Powiat starogardzki	Osieczna	Pomorskie	Powiat m.Gdańsk	Gdańsk
11	Pomorskie	Powiat starogardzki	Osieczna	Pomorskie	Powiat m.Gdynia	Gdynia
22	Pomorskie	Powiat starogardzki	Osieczna	Pomorskie	Powiat m.Słupsk	Słupsk
15	Pomorskie	Powiat starogardzki	Osieczna	Wielkopolskie	Powiat czarnkowsko-trzcianecki	Czarnków
67	Pomorskie	Powiat starogardzki	Osiek	Pomorskie	Powiat starogardzki	Skórcz
36	Pomorskie	Powiat starogardzki	Osiek	Pomorskie	Powiat starogardzki	Starogard Gdański
39	Pomorskie	Powiat starogardzki	Osiek	Pomorskie	Powiat m.Gdańsk	Gdańsk
13	Pomorskie	Powiat starogardzki	Skarszewy - miasto	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
16	Pomorskie	Powiat starogardzki	Skarszewy - miasto	Pomorskie	Powiat gdański	Pruszcz Gdański
14	Pomorskie	Powiat starogardzki	Skarszewy - miasto	Pomorskie	Powiat kartuski	Żukowo - obszar wiejski
11	Pomorskie	Powiat starogardzki	Skarszewy - miasto	Pomorskie	Powiat kościerski	Kościerzyna
163	Pomorskie	Powiat starogardzki	Skarszewy - miasto	Pomorskie	Powiat starogardzki	Starogard Gdański
234	Pomorskie	Powiat starogardzki	Skarszewy - miasto	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski
31	Pomorskie	Powiat starogardzki	Skarszewy - miasto	Pomorskie	Powiat starogardzki	Starogard Gdański
11	Pomorskie	Powiat starogardzki	Skarszewy - miasto	Pomorskie	Powiat starogardzki	Zblewo
10	Pomorskie	Powiat starogardzki	Skarszewy - miasto	Pomorskie	Powiat tczewski	Tczew
157	Pomorskie	Powiat starogardzki	Skarszewy - miasto	Pomorskie	Powiat m.Gdańsk	Gdańsk
17	Pomorskie	Powiat starogardzki	Skarszewy - miasto	Pomorskie	Powiat m.Gdynia	Gdynia
16	Pomorskie	Powiat starogardzki	Skarszewy - miasto	Pomorskie	Powiat m.Sopot	Sopot
19	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
13	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski	Pomorskie	Powiat gdański	Pruszcz Gdański
15	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski	Pomorskie	Powiat gdański	Pruszcz Gdański
15	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski	Pomorskie	Powiat gdański	Trąbki Wielkie
90	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski	Pomorskie	Powiat starogardzki	Starogard Gdański
188	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski	Pomorskie	Powiat starogardzki	Skarszewy - miasto
29	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski	Pomorskie	Powiat starogardzki	Starogard Gdański
23	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski	Pomorskie	Powiat starogardzki	Zblewo
22	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski	Pomorskie	Powiat tczewski	Tczew
136	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski	Pomorskie	Powiat m.Gdańsk	Gdańsk
16	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski	Pomorskie	Powiat m.Gdynia	Gdynia
17	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski	Pomorskie	Powiat m.Sopot	Sopot
194	Pomorskie	Powiat starogardzki	Skórcz	Pomorskie	Powiat starogardzki	Skórcz
158	Pomorskie	Powiat starogardzki	Skórcz	Pomorskie	Powiat starogardzki	Starogard Gdański
23	Pomorskie	Powiat starogardzki	Skórcz	Pomorskie	Powiat starogardzki	Lubichowo
24	Pomorskie	Powiat starogardzki	Skórcz	Pomorskie	Powiat starogardzki	Starogard Gdański
11	Pomorskie	Powiat starogardzki	Skórcz	Pomorskie	Powiat wejherowski	Wejherowo
52	Pomorskie	Powiat starogardzki	Skórcz	Pomorskie	Powiat m.Gdańsk	Gdańsk
17	Pomorskie	Powiat starogardzki	Smętowo Graniczne	Kujawsko-pomorskie	Powiat świecki	Nowe - miasto
10	Pomorskie	Powiat starogardzki	Smętowo Graniczne	Kujawsko-pomorskie	Powiat świecki	Nowe - obszar wiejski
18	Pomorskie	Powiat starogardzki	Smętowo Graniczne	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
58	Pomorskie	Powiat starogardzki	Smętowo Graniczne	Pomorskie	Powiat starogardzki	Skórcz
40	Pomorskie	Powiat starogardzki	Smętowo Graniczne	Pomorskie	Powiat starogardzki	Starogard Gdański
51	Pomorskie	Powiat starogardzki	Smętowo Graniczne	Pomorskie	Powiat tczewski	Tczew
11	Pomorskie	Powiat starogardzki	Smętowo Graniczne	Pomorskie	Powiat tczewski	Gniew - miasto
14	Pomorskie	Powiat starogardzki	Smętowo Graniczne	Pomorskie	Powiat tczewski	Gniew - obszar wiejski
11	Pomorskie	Powiat starogardzki	Smętowo Graniczne	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski
166	Pomorskie	Powiat starogardzki	Smętowo Graniczne	Pomorskie	Powiat m.Gdańsk	Gdańsk
54	Pomorskie	Powiat starogardzki	Smętowo Graniczne	Pomorskie	Powiat m.Gdynia	Gdynia
14	Pomorskie	Powiat starogardzki	Smętowo Graniczne	Pomorskie	Powiat m.Sopot	Sopot
10	Pomorskie	Powiat starogardzki	Starogard Gdański	Małopolskie	Powiat tarnowski	Skrzyszów
31	Pomorskie	Powiat starogardzki	Starogard Gdański	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
12	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat gdański	Pruszcz Gdański
1238	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat starogardzki	Starogard Gdański
23	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat starogardzki	Skarszewy - miasto
16	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski
37	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat starogardzki	Zblewo
51	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat tczewski	Tczew
17	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat tczewski	Pelplin - miasto
14	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski
21	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat tczewski	Tczew
202	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat m.Gdańsk	Gdańsk
30	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat m.Gdynia	Gdynia
22	Pomorskie	Powiat starogardzki	Starogard Gdański	Pomorskie	Powiat m.Sopot	Sopot
24	Pomorskie	Powiat starogardzki	Zblewo	Kujawsko-pomorskie	Powiat toruński	Lubicz
11	Pomorskie	Powiat starogardzki	Zblewo	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
14	Pomorskie	Powiat starogardzki	Zblewo	Pomorskie	Powiat chojnicki	Czersk - miasto
10	Pomorskie	Powiat starogardzki	Zblewo	Pomorskie	Powiat starogardzki	Skórcz
482	Pomorskie	Powiat starogardzki	Zblewo	Pomorskie	Powiat starogardzki	Starogard Gdański
38	Pomorskie	Powiat starogardzki	Zblewo	Pomorskie	Powiat starogardzki	Kaliska
26	Pomorskie	Powiat starogardzki	Zblewo	Pomorskie	Powiat starogardzki	Skarszewy - miasto
56	Pomorskie	Powiat starogardzki	Zblewo	Pomorskie	Powiat starogardzki	Skarszewy - obszar wiejski
81	Pomorskie	Powiat starogardzki	Zblewo	Pomorskie	Powiat starogardzki	Starogard Gdański
20	Pomorskie	Powiat starogardzki	Zblewo	Pomorskie	Powiat tczewski	Tczew
12	Pomorskie	Powiat starogardzki	Zblewo	Pomorskie	Powiat tczewski	Pelplin - miasto
154	Pomorskie	Powiat starogardzki	Zblewo	Pomorskie	Powiat m.Gdańsk	Gdańsk
91	Pomorskie	Powiat starogardzki	Zblewo	Pomorskie	Powiat m.Gdynia	Gdynia
16	Pomorskie	Powiat starogardzki	Zblewo	Pomorskie	Powiat m.Sopot	Sopot
30	Pomorskie	Powiat tczewski	Tczew	Dolnośląskie	Powiat m.Wrocław	Wrocław
19	Pomorskie	Powiat tczewski	Tczew	Kujawsko-pomorskie	Powiat m.Bydgoszcz	Bydgoszcz
24	Pomorskie	Powiat tczewski	Tczew	Małopolskie	Powiat m.Kraków	Kraków
299	Pomorskie	Powiat tczewski	Tczew	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
282	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat gdański	Pruszcz Gdański
12	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat gdański	Kolbudy
97	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat gdański	Pruszcz Gdański
94	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat gdański	Pszczółki
11	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat gdański	Suchy Dąb
26	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat kartuski	Żukowo - obszar wiejski
64	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat malborski	Malbork
37	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat malborski	Lichnowy
115	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat starogardzki	Starogard Gdański
19	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat starogardzki	Skarszewy - miasto
21	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat starogardzki	Starogard Gdański
31	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat tczewski	Gniew - miasto
15	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat tczewski	Morzeszczyn
37	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat tczewski	Pelplin - miasto
51	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski
72	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat tczewski	Subkowy
434	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat tczewski	Tczew
14	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat wejherowski	Rumia
25	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat wejherowski	Wejherowo
2198	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat m.Gdańsk	Gdańsk
437	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat m.Gdynia	Gdynia
16	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat m.Słupsk	Słupsk
111	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat m.Sopot	Sopot
51	Pomorskie	Powiat tczewski	Tczew	Śląskie	Powiat częstochowski	Poczesna
10	Pomorskie	Powiat tczewski	Tczew	Warmińsko-mazurskie	Powiat m.Elbląg	Elbląg
28	Pomorskie	Powiat tczewski	Tczew	Wielkopolskie	Powiat m.Poznań	Poznań
23	Pomorskie	Powiat tczewski	Tczew	Zachodniopomorskie	Powiat m.Szczecin	Szczecin
17	Pomorskie	Powiat tczewski	Gniew - miasto	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
13	Pomorskie	Powiat tczewski	Gniew - miasto	Pomorskie	Powiat gdański	Pruszcz Gdański
14	Pomorskie	Powiat tczewski	Gniew - miasto	Pomorskie	Powiat starogardzki	Starogard Gdański
219	Pomorskie	Powiat tczewski	Gniew - miasto	Pomorskie	Powiat tczewski	Tczew
59	Pomorskie	Powiat tczewski	Gniew - miasto	Pomorskie	Powiat tczewski	Gniew - obszar wiejski
34	Pomorskie	Powiat tczewski	Gniew - miasto	Pomorskie	Powiat tczewski	Morzeszczyn
23	Pomorskie	Powiat tczewski	Gniew - miasto	Pomorskie	Powiat tczewski	Pelplin - miasto
27	Pomorskie	Powiat tczewski	Gniew - miasto	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski
14	Pomorskie	Powiat tczewski	Gniew - miasto	Pomorskie	Powiat tczewski	Subkowy
87	Pomorskie	Powiat tczewski	Gniew - miasto	Pomorskie	Powiat m.Gdańsk	Gdańsk
11	Pomorskie	Powiat tczewski	Gniew - miasto	Pomorskie	Powiat m.Gdynia	Gdynia
17	Pomorskie	Powiat tczewski	Gniew - miasto	Śląskie	Powiat m.Gliwice	Gliwice
31	Pomorskie	Powiat tczewski	Gniew - obszar wiejski	Kujawsko-pomorskie	Powiat świecki	Nowe - miasto
16	Pomorskie	Powiat tczewski	Gniew - obszar wiejski	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
15	Pomorskie	Powiat tczewski	Gniew - obszar wiejski	Pomorskie	Powiat gdański	Pruszcz Gdański
209	Pomorskie	Powiat tczewski	Gniew - obszar wiejski	Pomorskie	Powiat tczewski	Tczew
294	Pomorskie	Powiat tczewski	Gniew - obszar wiejski	Pomorskie	Powiat tczewski	Gniew - miasto
25	Pomorskie	Powiat tczewski	Gniew - obszar wiejski	Pomorskie	Powiat tczewski	Morzeszczyn
44	Pomorskie	Powiat tczewski	Gniew - obszar wiejski	Pomorskie	Powiat tczewski	Pelplin - miasto
25	Pomorskie	Powiat tczewski	Gniew - obszar wiejski	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski
15	Pomorskie	Powiat tczewski	Gniew - obszar wiejski	Pomorskie	Powiat tczewski	Subkowy
120	Pomorskie	Powiat tczewski	Gniew - obszar wiejski	Pomorskie	Powiat m.Gdańsk	Gdańsk
27	Pomorskie	Powiat tczewski	Gniew - obszar wiejski	Pomorskie	Powiat m.Gdynia	Gdynia
13	Pomorskie	Powiat tczewski	Gniew - obszar wiejski	Śląskie	Powiat m.Gliwice	Gliwice
10	Pomorskie	Powiat tczewski	Morzeszczyn	Pomorskie	Powiat gdański	Pruszcz Gdański
15	Pomorskie	Powiat tczewski	Morzeszczyn	Pomorskie	Powiat starogardzki	Skórcz
25	Pomorskie	Powiat tczewski	Morzeszczyn	Pomorskie	Powiat starogardzki	Starogard Gdański
97	Pomorskie	Powiat tczewski	Morzeszczyn	Pomorskie	Powiat tczewski	Tczew
20	Pomorskie	Powiat tczewski	Morzeszczyn	Pomorskie	Powiat tczewski	Gniew - miasto
33	Pomorskie	Powiat tczewski	Morzeszczyn	Pomorskie	Powiat tczewski	Pelplin - miasto
17	Pomorskie	Powiat tczewski	Morzeszczyn	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski
16	Pomorskie	Powiat tczewski	Morzeszczyn	Pomorskie	Powiat tczewski	Tczew
89	Pomorskie	Powiat tczewski	Morzeszczyn	Pomorskie	Powiat m.Gdańsk	Gdańsk
34	Pomorskie	Powiat tczewski	Morzeszczyn	Pomorskie	Powiat m.Gdynia	Gdynia
16	Pomorskie	Powiat tczewski	Pelplin - miasto	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
22	Pomorskie	Powiat tczewski	Pelplin - miasto	Pomorskie	Powiat gdański	Pruszcz Gdański
11	Pomorskie	Powiat tczewski	Pelplin - miasto	Pomorskie	Powiat gdański	Pruszcz Gdański
82	Pomorskie	Powiat tczewski	Pelplin - miasto	Pomorskie	Powiat starogardzki	Starogard Gdański
23	Pomorskie	Powiat tczewski	Pelplin - miasto	Pomorskie	Powiat starogardzki	Starogard Gdański
211	Pomorskie	Powiat tczewski	Pelplin - miasto	Pomorskie	Powiat tczewski	Tczew
17	Pomorskie	Powiat tczewski	Pelplin - miasto	Pomorskie	Powiat tczewski	Gniew - obszar wiejski
17	Pomorskie	Powiat tczewski	Pelplin - miasto	Pomorskie	Powiat tczewski	Morzeszczyn
73	Pomorskie	Powiat tczewski	Pelplin - miasto	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski
19	Pomorskie	Powiat tczewski	Pelplin - miasto	Pomorskie	Powiat tczewski	Subkowy
14	Pomorskie	Powiat tczewski	Pelplin - miasto	Pomorskie	Powiat tczewski	Tczew
184	Pomorskie	Powiat tczewski	Pelplin - miasto	Pomorskie	Powiat m.Gdańsk	Gdańsk
39	Pomorskie	Powiat tczewski	Pelplin - miasto	Pomorskie	Powiat m.Gdynia	Gdynia
17	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
21	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski	Pomorskie	Powiat gdański	Pruszcz Gdański
16	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski	Pomorskie	Powiat gdański	Pszczółki
50	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski	Pomorskie	Powiat starogardzki	Starogard Gdański
12	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski	Pomorskie	Powiat starogardzki	Starogard Gdański
281	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski	Pomorskie	Powiat tczewski	Tczew
28	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski	Pomorskie	Powiat tczewski	Gniew - miasto
29	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski	Pomorskie	Powiat tczewski	Morzeszczyn
180	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski	Pomorskie	Powiat tczewski	Pelplin - miasto
39	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski	Pomorskie	Powiat tczewski	Subkowy
34	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski	Pomorskie	Powiat tczewski	Tczew
153	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski	Pomorskie	Powiat m.Gdańsk	Gdańsk
34	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski	Pomorskie	Powiat m.Gdynia	Gdynia
16	Pomorskie	Powiat tczewski	Subkowy	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
11	Pomorskie	Powiat tczewski	Subkowy	Pomorskie	Powiat starogardzki	Starogard Gdański
312	Pomorskie	Powiat tczewski	Subkowy	Pomorskie	Powiat tczewski	Tczew
21	Pomorskie	Powiat tczewski	Subkowy	Pomorskie	Powiat tczewski	Pelplin - miasto
25	Pomorskie	Powiat tczewski	Subkowy	Pomorskie	Powiat tczewski	Pelplin - obszar wiejski
37	Pomorskie	Powiat tczewski	Subkowy	Pomorskie	Powiat tczewski	Tczew
150	Pomorskie	Powiat tczewski	Subkowy	Pomorskie	Powiat m.Gdańsk	Gdańsk
27	Pomorskie	Powiat tczewski	Subkowy	Pomorskie	Powiat m.Gdynia	Gdynia
12	Pomorskie	Powiat tczewski	Subkowy	Śląskie	Powiat częstochowski	Poczesna
38	Pomorskie	Powiat tczewski	Tczew	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
52	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat gdański	Pruszcz Gdański
15	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat gdański	Pruszcz Gdański
30	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat gdański	Pszczółki
37	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat starogardzki	Starogard Gdański
21	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat starogardzki	Starogard Gdański
607	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat tczewski	Tczew
24	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat tczewski	Subkowy
333	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat m.Gdańsk	Gdańsk
66	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat m.Gdynia	Gdynia
17	Pomorskie	Powiat tczewski	Tczew	Pomorskie	Powiat m.Sopot	Sopot
44	Pomorskie	Powiat tczewski	Tczew	Śląskie	Powiat częstochowski	Poczesna
16	Pomorskie	Powiat wejherowski	Reda	Dolnośląskie	Powiat m.Wrocław	Wrocław
11	Pomorskie	Powiat wejherowski	Reda	Kujawsko-pomorskie	Powiat m.Grudziądz	Grudziądz
13	Pomorskie	Powiat wejherowski	Reda	Małopolskie	Powiat m.Kraków	Kraków
144	Pomorskie	Powiat wejherowski	Reda	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
31	Pomorskie	Powiat wejherowski	Reda	Pomorskie	Powiat kartuski	Żukowo - obszar wiejski
39	Pomorskie	Powiat wejherowski	Reda	Pomorskie	Powiat pucki	Puck
19	Pomorskie	Powiat wejherowski	Reda	Pomorskie	Powiat pucki	Władysławowo
32	Pomorskie	Powiat wejherowski	Reda	Pomorskie	Powiat pucki	Kosakowo
60	Pomorskie	Powiat wejherowski	Reda	Pomorskie	Powiat pucki	Puck
306	Pomorskie	Powiat wejherowski	Reda	Pomorskie	Powiat wejherowski	Rumia
424	Pomorskie	Powiat wejherowski	Reda	Pomorskie	Powiat wejherowski	Wejherowo
15	Pomorskie	Powiat wejherowski	Reda	Pomorskie	Powiat wejherowski	Gniewino
17	Pomorskie	Powiat wejherowski	Reda	Pomorskie	Powiat wejherowski	Luzino
24	Pomorskie	Powiat wejherowski	Reda	Pomorskie	Powiat wejherowski	Szemud
83	Pomorskie	Powiat wejherowski	Reda	Pomorskie	Powiat wejherowski	Wejherowo
687	Pomorskie	Powiat wejherowski	Reda	Pomorskie	Powiat m.Gdańsk	Gdańsk
1452	Pomorskie	Powiat wejherowski	Reda	Pomorskie	Powiat m.Gdynia	Gdynia
109	Pomorskie	Powiat wejherowski	Reda	Pomorskie	Powiat m.Sopot	Sopot
19	Pomorskie	Powiat wejherowski	Reda	Wielkopolskie	Powiat m.Poznań	Poznań
11	Pomorskie	Powiat wejherowski	Reda	Zachodniopomorskie	Powiat m.Szczecin	Szczecin
30	Pomorskie	Powiat wejherowski	Rumia	Dolnośląskie	Powiat m.Wrocław	Wrocław
17	Pomorskie	Powiat wejherowski	Rumia	Kujawsko-pomorskie	Powiat m.Grudziądz	Grudziądz
21	Pomorskie	Powiat wejherowski	Rumia	Małopolskie	Powiat m.Kraków	Kraków
29	Pomorskie	Powiat wejherowski	Rumia	Mazowieckie	Powiat m.Płock	Płock
317	Pomorskie	Powiat wejherowski	Rumia	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
12	Pomorskie	Powiat wejherowski	Rumia	Podkarpackie	Powiat m.Rzeszów	Rzeszów
14	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat gdański	Pruszcz Gdański
10	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat gdański	Kolbudy
13	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat gdański	Pruszcz Gdański
60	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat kartuski	Żukowo - obszar wiejski
10	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat lęborski	Lębork
10	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat lęborski	Łeba
37	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat pucki	Puck
17	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat pucki	Władysławowo
76	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat pucki	Kosakowo
10	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat pucki	Krokowa
37	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat pucki	Puck
157	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat wejherowski	Reda
381	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat wejherowski	Wejherowo
14	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat wejherowski	Gniewino
18	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat wejherowski	Luzino
40	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat wejherowski	Szemud
73	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat wejherowski	Wejherowo
1356	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat m.Gdańsk	Gdańsk
3400	Pomorskie	Powiat wejherowski	Rumia	Pomorskie	Powiat m.Gdynia	Gdynia
